interaction_id,customer_id,platform,interaction_type,interaction_date,engagement_score,response_time_hours
INT000914,CUST030,WhatsApp,Message,2023-11-15,8,8.0
INT000915,CUST016,Instagram,Share,2023-11-10,5,
INT000916,CUST103,Tokopedia,Review,2023-11-01,4,
INT000917,CUST281,WhatsApp,Inquiry,2023-11-26,1,7.0
INT000918,CUST253,Instagram,Follow,2023-11-25,10,
INT000919,CUST019,Tokopedia,Review,2023-11-10,10,
INT000920,CUST042,WhatsApp,Order,2023-11-01,5,
INT000921,CUST022,Instagram,Like,2023-11-12,9,
INT000922,CUST116,WhatsApp,Inquiry,2023-11-10,8,9.0
INT000923,CUST117,Instagram,Like,2023-10-28,4,
INT000924,CUST274,WhatsApp,Order,2023-11-18,1,
INT000925,CUST283,Tokopedia,Review,2023-11-09,7,
INT000926,CUST065,Tokopedia,Wishlist,2023-11-14,3,
INT000927,CUST060,Tokopedia,Review,2023-11-25,10,
INT000928,CUST189,Tokopedia,Rating,2023-11-07,7,
INT000929,CUST030,Instagram,Comment,2023-10-30,10,
INT000930,CUST006,Instagram,Save,2023-11-20,9,
INT000931,CUST291,Instagram,Like,2023-11-24,4,
INT000932,CUST030,Instagram,Like,2023-11-01,8,
INT000933,CUST093,Tokopedia,Review,2023-11-07,6,
INT000934,CUST126,Tokopedia,Rating,2023-11-16,7,
INT000935,CUST246,WhatsApp,Message,2023-11-18,2,2.0
INT000936,CUST129,WhatsApp,Response,2023-11-12,6,
INT000937,CUST113,Tokopedia,Chat,2023-11-08,9,
INT000938,CUST150,WhatsApp,Response,2023-11-13,5,
INT000939,CUST164,WhatsApp,Feedback,2023-11-13,2,
INT000940,CUST028,Tokopedia,Wishlist,2023-11-19,10,
INT000941,CUST249,Tokopedia,Review,2023-11-03,3,
INT000942,CUST267,Instagram,Share,2023-11-20,9,
INT000943,CUST108,Instagram,Share,2023-11-20,3,
INT000944,CUST019,Instagram,Save,2023-11-17,8,
INT000945,CUST059,Instagram,Save,2023-11-23,1,
INT000946,CUST139,Tokopedia,Purchase,2023-11-09,5,
INT000947,CUST044,Instagram,Share,2023-11-24,10,
INT000948,CUST197,Tokopedia,Review,2023-11-24,7,
INT000949,CUST197,Tokopedia,Review,2023-11-04,4,
INT000950,CUST195,Instagram,Save,2023-11-14,1,
INT000951,CUST157,Instagram,Follow,2023-11-21,6,
INT000952,CUST014,WhatsApp,Inquiry,2023-11-26,5,24.0
INT000953,CUST111,Instagram,Share,2023-11-20,10,
INT000954,CUST223,Tokopedia,Review,2023-11-22,2,
INT000955,CUST284,Tokopedia,Chat,2023-11-24,9,
INT000956,CUST238,Tokopedia,Purchase,2023-11-20,10,
INT000957,CUST266,Tokopedia,Rating,2023-11-09,8,
INT000958,CUST122,Instagram,Like,2023-11-05,5,
INT000959,CUST044,Instagram,Follow,2023-11-06,6,
INT000960,CUST293,Tokopedia,Review,2023-11-16,5,
INT000961,CUST186,Tokopedia,Chat,2023-11-22,10,
INT000962,CUST007,Instagram,Share,2023-11-15,6,
INT000963,CUST136,Instagram,Save,2023-11-11,1,
INT000964,CUST226,Instagram,Save,2023-10-29,6,
INT000965,CUST246,WhatsApp,Feedback,2023-11-03,7,
INT000966,CUST030,WhatsApp,Message,2023-11-05,10,17.0
INT000967,CUST161,Instagram,Save,2023-11-02,5,
INT000968,CUST142,Tokopedia,Wishlist,2023-11-01,4,
INT000969,CUST090,Instagram,Follow,2023-11-17,1,
INT000970,CUST120,Instagram,Like,2023-11-02,9,
INT000971,CUST226,WhatsApp,Inquiry,2023-10-29,9,22.0
INT000972,CUST117,Instagram,Share,2023-11-05,1,
INT000973,CUST181,WhatsApp,Message,2023-11-16,4,11.0
INT000974,CUST056,Instagram,Follow,2023-11-11,2,
INT000975,CUST262,Instagram,Comment,2023-11-03,6,
INT000976,CUST293,Tokopedia,Wishlist,2023-10-30,7,
INT000977,CUST145,Instagram,Like,2023-11-07,10,
INT000978,CUST185,Tokopedia,Wishlist,2023-11-25,6,
INT000979,CUST241,Tokopedia,Purchase,2023-10-28,3,
INT000980,CUST189,Instagram,Share,2023-11-26,3,
INT000981,CUST014,Instagram,Follow,2023-11-03,6,
INT000982,CUST262,WhatsApp,Feedback,2023-11-22,10,
INT000983,CUST177,Instagram,Save,2023-11-23,10,
INT000984,CUST017,WhatsApp,Response,2023-11-09,2,
INT000985,CUST040,Instagram,Follow,2023-11-13,10,
INT000986,CUST281,WhatsApp,Order,2023-11-14,2,
INT000987,CUST271,Instagram,Follow,2023-11-12,9,
INT000988,CUST267,Tokopedia,Chat,2023-11-05,4,
INT000989,CUST295,Tokopedia,Rating,2023-11-07,4,
INT000990,CUST186,Instagram,Save,2023-11-07,2,
INT000991,CUST124,Tokopedia,Wishlist,2023-11-08,2,
INT000992,CUST181,WhatsApp,Feedback,2023-10-30,6,
INT000993,CUST248,WhatsApp,Response,2023-11-11,7,
INT000994,CUST118,WhatsApp,Response,2023-11-26,9,
INT000995,CUST126,Tokopedia,Purchase,2023-11-18,3,
INT000996,CUST134,Tokopedia,Chat,2023-11-07,2,
INT000997,CUST042,Tokopedia,Wishlist,2023-11-13,3,
INT000998,CUST295,Tokopedia,Rating,2023-11-25,3,
INT000999,CUST233,Instagram,Comment,2023-10-31,7,
INT001000,CUST135,WhatsApp,Order,2023-11-20,2,
INT001001,CUST065,Instagram,Save,2023-10-28,3,
INT001002,CUST038,Instagram,Follow,2023-11-24,9,
INT001003,CUST199,Tokopedia,Chat,2023-11-01,7,
INT001004,CUST286,Instagram,Share,2023-10-31,6,
INT001005,CUST173,WhatsApp,Feedback,2023-11-16,2,
INT001006,CUST024,Instagram,Share,2023-11-11,7,
INT001007,CUST231,WhatsApp,Order,2023-11-06,8,
INT001008,CUST069,WhatsApp,Response,2023-11-20,10,
INT001009,CUST261,Instagram,Comment,2023-11-25,1,
INT001010,CUST190,WhatsApp,Order,2023-11-09,6,
INT001011,CUST225,Instagram,Follow,2023-11-20,10,
INT001012,CUST144,Instagram,Comment,2023-11-06,8,
INT001013,CUST175,Instagram,Follow,2023-11-13,9,
INT001014,CUST297,WhatsApp,Order,2023-11-06,6,
INT001015,CUST197,Tokopedia,Rating,2023-11-01,1,
INT001016,CUST108,Tokopedia,Purchase,2023-11-05,10,
INT001017,CUST161,Instagram,Share,2023-11-06,3,
INT001018,CUST061,Tokopedia,Chat,2023-11-12,8,
INT001019,CUST115,Instagram,Share,2023-11-26,5,
INT001020,CUST055,Instagram,Share,2023-11-01,2,
INT001021,CUST106,WhatsApp,Feedback,2023-11-21,3,
INT001022,CUST015,WhatsApp,Message,2023-11-25,9,17.0
INT001023,CUST100,Instagram,Save,2023-11-23,1,
INT001024,CUST190,Instagram,Share,2023-11-15,7,
INT001025,CUST228,WhatsApp,Response,2023-11-23,8,
INT001026,CUST152,Instagram,Like,2023-11-11,7,
INT001027,CUST253,Tokopedia,Review,2023-11-24,3,
INT001028,CUST143,WhatsApp,Message,2023-11-08,2,23.0
INT001029,CUST114,WhatsApp,Message,2023-11-07,3,16.0
INT001030,CUST172,Tokopedia,Wishlist,2023-11-17,9,
INT001031,CUST038,WhatsApp,Inquiry,2023-11-25,1,13.0
INT001032,CUST052,WhatsApp,Feedback,2023-11-07,4,
INT001033,CUST286,WhatsApp,Message,2023-11-17,1,7.0
INT001034,CUST071,WhatsApp,Order,2023-11-24,4,
INT001035,CUST101,Tokopedia,Wishlist,2023-11-01,8,
INT001036,CUST096,WhatsApp,Order,2023-11-06,3,
INT001037,CUST102,WhatsApp,Message,2023-11-13,4,0.0
INT001038,CUST223,Instagram,Save,2023-11-14,10,
INT001039,CUST107,WhatsApp,Response,2023-10-29,7,
INT001040,CUST135,WhatsApp,Order,2023-11-17,10,
INT001041,CUST121,WhatsApp,Inquiry,2023-11-12,9,21.0
INT001042,CUST093,Tokopedia,Rating,2023-11-25,5,
INT001043,CUST249,Tokopedia,Wishlist,2023-11-16,6,
INT001044,CUST279,Tokopedia,Chat,2023-10-31,4,
INT001045,CUST058,Tokopedia,Wishlist,2023-11-11,6,
INT001046,CUST127,WhatsApp,Order,2023-10-31,3,
INT001047,CUST238,Tokopedia,Review,2023-11-08,7,
INT001048,CUST066,Tokopedia,Wishlist,2023-11-16,7,
INT001049,CUST121,Instagram,Share,2023-11-05,9,
INT001050,CUST111,Tokopedia,Review,2023-11-14,6,
INT001051,CUST134,WhatsApp,Inquiry,2023-11-10,7,14.0
INT001052,CUST218,Tokopedia,Chat,2023-11-26,1,
INT001053,CUST138,Tokopedia,Rating,2023-11-07,1,
INT001054,CUST158,Tokopedia,Wishlist,2023-11-04,10,
INT001055,CUST086,WhatsApp,Response,2023-11-21,2,
INT001056,CUST169,Instagram,Follow,2023-11-14,1,
INT001057,CUST011,Tokopedia,Review,2023-12-21,6,
INT001058,CUST181,WhatsApp,Message,2023-12-17,1,16.0
INT001059,CUST108,Tokopedia,Purchase,2023-12-03,3,
INT001060,CUST275,Tokopedia,Rating,2023-12-06,3,
INT001061,CUST192,Tokopedia,Wishlist,2023-12-03,9,
INT001062,CUST128,Instagram,Like,2023-12-24,1,
INT001063,CUST270,Instagram,Follow,2023-12-09,8,
INT001064,CUST022,Instagram,Share,2023-12-06,1,
INT001065,CUST118,WhatsApp,Response,2023-11-28,5,
INT001066,CUST064,Tokopedia,Wishlist,2023-12-01,5,
INT001067,CUST044,Instagram,Like,2023-12-13,7,
INT001068,CUST011,Instagram,Follow,2023-12-16,3,
INT001069,CUST049,WhatsApp,Feedback,2023-12-22,7,
INT001070,CUST100,WhatsApp,Inquiry,2023-12-22,6,13.0
INT001071,CUST263,WhatsApp,Message,2023-12-06,5,14.0
INT001072,CUST104,Instagram,Share,2023-12-17,10,
INT001073,CUST242,Tokopedia,Chat,2023-12-10,2,
INT001074,CUST114,Tokopedia,Purchase,2023-12-05,8,
INT001075,CUST146,WhatsApp,Feedback,2023-12-13,4,
INT001076,CUST196,Instagram,Save,2023-12-20,7,
INT001077,CUST191,WhatsApp,Message,2023-12-11,4,18.0
INT001078,CUST013,Tokopedia,Rating,2023-12-11,6,
INT001079,CUST245,WhatsApp,Message,2023-12-17,5,10.0
INT001080,CUST074,WhatsApp,Message,2023-11-30,9,5.0
INT001081,CUST107,Tokopedia,Purchase,2023-12-04,2,
INT001082,CUST073,Tokopedia,Purchase,2023-12-23,8,
INT001083,CUST268,WhatsApp,Feedback,2023-12-21,4,
INT001084,CUST031,Tokopedia,Chat,2023-12-10,5,
INT001085,CUST173,Instagram,Like,2023-12-07,10,
INT001086,CUST209,Instagram,Share,2023-12-19,4,
INT001087,CUST288,Tokopedia,Purchase,2023-12-12,6,
INT001088,CUST121,Tokopedia,Wishlist,2023-12-19,8,
INT001089,CUST264,WhatsApp,Message,2023-12-26,2,13.0
INT001090,CUST040,Tokopedia,Rating,2023-12-21,1,
INT001091,CUST083,WhatsApp,Message,2023-12-02,4,14.0
INT001092,CUST059,Instagram,Save,2023-12-12,3,
INT001093,CUST269,Tokopedia,Rating,2023-12-20,9,
INT001094,CUST215,Tokopedia,Review,2023-12-06,2,
INT001095,CUST223,Tokopedia,Chat,2023-12-13,6,
INT001096,CUST191,WhatsApp,Response,2023-12-01,5,
INT001097,CUST268,WhatsApp,Response,2023-12-22,10,
INT001098,CUST191,WhatsApp,Feedback,2023-12-05,8,
INT001099,CUST237,Instagram,Share,2023-12-26,3,
INT001100,CUST085,WhatsApp,Order,2023-11-27,6,
INT001101,CUST214,Instagram,Comment,2023-12-12,2,
INT001102,CUST003,Tokopedia,Rating,2023-12-03,2,
INT001103,CUST276,Tokopedia,Chat,2023-11-30,1,
INT001104,CUST240,WhatsApp,Response,2023-11-29,6,
INT001105,CUST287,Instagram,Share,2023-12-17,1,
INT001106,CUST099,Tokopedia,Chat,2023-12-23,7,
INT001107,CUST300,WhatsApp,Inquiry,2023-12-08,10,24.0
INT001108,CUST207,Tokopedia,Purchase,2023-12-14,4,
INT001109,CUST040,WhatsApp,Response,2023-11-30,4,
INT001110,CUST144,Instagram,Share,2023-12-15,2,
INT001111,CUST065,WhatsApp,Feedback,2023-12-17,7,
INT001112,CUST170,WhatsApp,Feedback,2023-12-16,5,
INT001113,CUST243,Instagram,Comment,2023-11-27,4,
INT001114,CUST111,Instagram,Follow,2023-12-01,3,
INT001115,CUST085,Tokopedia,Review,2023-12-07,2,
INT001116,CUST027,Instagram,Follow,2023-12-22,8,
INT001117,CUST218,WhatsApp,Order,2023-12-07,5,
INT001118,CUST257,Instagram,Comment,2023-12-14,7,
INT001119,CUST194,Tokopedia,Wishlist,2023-12-08,5,
INT001120,CUST268,Tokopedia,Purchase,2023-11-29,10,
INT001121,CUST110,Instagram,Share,2023-12-19,3,
INT001122,CUST224,WhatsApp,Order,2023-12-12,5,
INT001123,CUST062,WhatsApp,Order,2023-12-17,6,
INT001124,CUST092,Instagram,Share,2023-12-24,8,
INT001125,CUST178,WhatsApp,Order,2023-12-03,10,
INT001126,CUST287,Instagram,Save,2023-12-08,3,
INT001127,CUST006,Instagram,Save,2023-12-08,9,
INT001128,CUST100,Instagram,Follow,2023-12-06,6,
INT001129,CUST049,Tokopedia,Chat,2023-12-13,1,
INT001130,CUST140,Instagram,Share,2023-12-17,8,
INT001131,CUST204,Instagram,Share,2023-12-05,1,
INT001132,CUST293,Instagram,Save,2023-12-16,8,
INT001133,CUST252,Instagram,Save,2023-12-20,9,
INT001134,CUST054,Instagram,Share,2023-11-27,10,
INT001135,CUST079,WhatsApp,Response,2023-12-24,3,
INT001136,CUST043,Tokopedia,Review,2023-11-28,8,
INT001137,CUST032,Tokopedia,Review,2023-12-24,9,
INT001138,CUST143,Instagram,Follow,2023-12-20,1,
INT001139,CUST171,WhatsApp,Inquiry,2023-12-25,3,18.0
INT001140,CUST188,WhatsApp,Message,2023-12-18,7,13.0
INT001141,CUST032,Instagram,Comment,2023-12-23,9,
INT001142,CUST076,WhatsApp,Inquiry,2023-11-29,3,14.0
INT001143,CUST023,Tokopedia,Purchase,2023-12-03,9,
INT001144,CUST210,Instagram,Like,2023-12-06,5,
INT001145,CUST288,Tokopedia,Review,2023-12-07,8,
INT001146,CUST291,WhatsApp,Message,2023-12-15,8,2.0
INT001147,CUST060,Instagram,Comment,2023-12-20,2,
INT001148,CUST096,Tokopedia,Purchase,2023-12-17,1,
INT001149,CUST087,Instagram,Comment,2023-12-17,6,
INT001150,CUST236,Instagram,Comment,2023-12-06,4,
INT001151,CUST068,Tokopedia,Review,2023-12-09,5,
INT001152,CUST092,Tokopedia,Rating,2023-12-15,6,
INT001153,CUST212,Instagram,Comment,2023-12-05,4,
INT001154,CUST091,Tokopedia,Chat,2023-12-19,8,
INT001155,CUST136,Instagram,Save,2023-12-08,10,
INT001156,CUST187,Tokopedia,Purchase,2023-12-11,3,
INT001157,CUST019,WhatsApp,Order,2023-12-01,9,
INT001158,CUST292,Instagram,Save,2023-12-08,5,
INT001159,CUST107,Tokopedia,Purchase,2023-12-14,5,
INT001160,CUST047,WhatsApp,Response,2023-12-05,4,
INT001161,CUST240,Tokopedia,Review,2023-12-26,2,
INT001162,CUST265,WhatsApp,Response,2023-12-12,3,
INT001163,CUST240,WhatsApp,Inquiry,2023-12-08,10,12.0
INT001164,CUST018,Tokopedia,Review,2023-12-17,6,
INT001165,CUST005,Instagram,Save,2023-12-12,6,
INT001166,CUST173,WhatsApp,Message,2023-12-02,6,9.0
INT001167,CUST084,Tokopedia,Purchase,2023-12-02,1,
INT001168,CUST225,WhatsApp,Order,2023-12-15,10,
INT001169,CUST223,WhatsApp,Order,2023-12-12,4,
INT001170,CUST130,WhatsApp,Inquiry,2023-12-16,6,15.0
INT001171,CUST206,Tokopedia,Review,2023-12-26,4,
INT001172,CUST260,Instagram,Save,2023-12-10,5,
INT001173,CUST296,Tokopedia,Purchase,2023-11-27,3,
INT001174,CUST263,Instagram,Share,2023-12-25,10,
INT001175,CUST269,Instagram,Follow,2023-12-21,3,
INT001176,CUST067,WhatsApp,Inquiry,2023-12-22,1,2.0
INT001177,CUST159,Instagram,Share,2023-12-11,7,
INT001178,CUST085,Tokopedia,Review,2023-12-18,3,
INT001179,CUST103,Instagram,Share,2023-12-06,2,
INT001180,CUST095,Instagram,Comment,2023-12-10,2,
INT001181,CUST126,Instagram,Follow,2023-12-24,6,
INT001182,CUST003,Tokopedia,Rating,2023-12-08,2,
INT001183,CUST242,WhatsApp,Order,2023-12-19,4,
INT001184,CUST242,WhatsApp,Order,2023-12-23,8,
INT001185,CUST125,Instagram,Save,2023-12-01,6,
INT001186,CUST069,Tokopedia,Chat,2023-12-25,5,
INT001187,CUST218,WhatsApp,Order,2023-12-14,2,
INT001188,CUST178,Tokopedia,Purchase,2023-11-27,4,
INT001189,CUST092,Instagram,Share,2023-12-08,6,
INT001190,CUST257,Instagram,Follow,2023-12-16,7,
INT001191,CUST040,WhatsApp,Response,2023-12-01,8,
INT001192,CUST097,Instagram,Comment,2023-12-06,7,
INT001193,CUST048,Tokopedia,Wishlist,2023-12-17,3,
INT001194,CUST218,Instagram,Share,2023-12-06,7,
INT001195,CUST247,Instagram,Share,2023-12-10,3,
INT001196,CUST084,Tokopedia,Purchase,2023-12-23,2,
INT001197,CUST239,Instagram,Share,2023-12-18,2,
INT001198,CUST208,Instagram,Comment,2023-12-07,3,
INT001199,CUST295,WhatsApp,Order,2023-12-18,8,
INT001200,CUST006,Tokopedia,Wishlist,2023-12-10,1,
INT001201,CUST156,Tokopedia,Chat,2023-12-20,2,
INT001202,CUST231,WhatsApp,Inquiry,2023-12-21,8,22.0
INT001203,CUST172,WhatsApp,Inquiry,2023-11-30,3,13.0
INT001204,CUST273,Tokopedia,Review,2023-12-01,1,
INT001205,CUST173,WhatsApp,Feedback,2023-12-05,4,
INT001206,CUST264,WhatsApp,Order,2023-12-10,1,
INT001207,CUST238,Tokopedia,Review,2023-11-30,8,
INT001208,CUST236,Tokopedia,Review,2023-12-25,10,
INT001209,CUST190,Tokopedia,Wishlist,2023-12-07,5,
INT001210,CUST013,WhatsApp,Inquiry,2023-12-02,5,11.0
INT001211,CUST214,Instagram,Save,2023-12-07,5,
INT001212,CUST019,WhatsApp,Message,2023-12-08,1,17.0
INT001213,CUST203,Instagram,Comment,2023-11-29,9,
INT001214,CUST049,Instagram,Comment,2023-12-17,8,
INT001215,CUST221,Tokopedia,Chat,2023-12-11,10,
INT001216,CUST125,WhatsApp,Feedback,2023-12-15,8,
INT001217,CUST021,Instagram,Share,2023-12-08,1,
INT001218,CUST076,WhatsApp,Message,2023-12-09,9,23.0
INT001219,CUST041,Tokopedia,Chat,2023-12-10,7,
INT001220,CUST012,Instagram,Share,2023-12-20,2,
INT001221,CUST222,Instagram,Comment,2023-12-15,5,
INT001222,CUST156,WhatsApp,Feedback,2023-12-14,4,
INT001223,CUST026,Tokopedia,Purchase,2023-12-12,4,
INT001224,CUST224,Tokopedia,Rating,2023-12-05,9,
INT001225,CUST024,WhatsApp,Order,2023-12-26,3,
INT001226,CUST146,Tokopedia,Review,2023-12-10,4,
INT001227,CUST010,Tokopedia,Rating,2023-12-05,5,
INT001228,CUST237,WhatsApp,Inquiry,2023-11-30,4,7.0
INT001229,CUST010,WhatsApp,Inquiry,2023-12-04,2,19.0
INT001230,CUST148,WhatsApp,Feedback,2023-12-23,8,
INT001231,CUST216,WhatsApp,Feedback,2023-12-07,9,
INT001232,CUST200,Tokopedia,Purchase,2023-11-27,6,
INT001233,CUST175,Tokopedia,Chat,2023-12-23,8,
INT001234,CUST078,Tokopedia,Wishlist,2023-12-03,9,
INT001235,CUST088,WhatsApp,Order,2023-12-05,7,
INT001236,CUST017,WhatsApp,Feedback,2023-11-29,8,
INT001237,CUST288,Tokopedia,Review,2023-12-03,9,
INT001238,CUST190,Tokopedia,Chat,2023-12-21,6,
INT001239,CUST232,WhatsApp,Order,2023-11-27,3,
INT001240,CUST300,Instagram,Follow,2023-12-08,10,
INT001241,CUST221,Tokopedia,Review,2023-12-21,5,
INT001242,CUST285,WhatsApp,Order,2023-12-04,7,
INT001243,CUST276,Instagram,Save,2023-12-16,2,
INT001244,CUST050,Tokopedia,Rating,2023-12-03,2,
INT001245,CUST293,Tokopedia,Rating,2023-12-24,3,
INT001246,CUST206,WhatsApp,Order,2023-12-08,4,
INT001247,CUST215,WhatsApp,Inquiry,2023-12-07,6,20.0
INT001248,CUST055,WhatsApp,Inquiry,2023-12-13,9,17.0
